Tenure,Active_Member,Products_Number,Balance,Complain
1,0,1,188285.68,0
2,0,1,109705.52,1
9,0,2,0.0,0
1,1,3,127122.79,0
0,0,1,98241.04,0
8,0,2,170840.08,0
4,1,2,87541.06,1
4,1,2,62610.96,0
9,1,2,0.0,0
5,0,1,113328.93,0
2,0,1,104832.49,0
9,1,1,102289.85,0
6,1,2,125227.82,0
5,0,1,140510.89,0
6,0,1,132253.22,1
2,1,2,39043.29,0
8,1,2,0.0,0
9,0,1,99685.06,0
3,1,2,125385.49,0
2,1,2,131365.37,0
6,1,1,98308.51,0
8,0,2,0.0,0
5,0,2,140856.16,0
8,1,2,0.0,0
2,0,1,172274.01,0
8,0,2,0.0,0
0,0,1,122447.76,0
10,1,2,0.0,1
6,0,2,157559.59,1
3,0,1,126550.7,1
2,0,3,158584.82,1
2,1,2,163569.61,0
3,1,1,0.0,1
6,0,1,127211.45,0
3,0,2,118199.97,1
2,1,2,101014.08,0
6,0,1,119208.85,1
6,1,2,0.0,0
10,1,1,53772.73,1
6,0,2,0.0,0
2,1,1,138878.81,0
1,0,2,130922.81,0
9,1,2,0.0,0
8,1,2,0.0,0
8,0,1,130866.19,0
7,1,1,187257.94,0
7,1,1,0.0,0
6,1,1,147733.64,0
1,1,2,0.0,0
2,1,1,163139.27,0
4,1,2,0.0,0
5,1,1,119540.15,0
4,0,2,129553.76,0
9,1,2,0.0,0
1,1,1,66101.89,0
2,0,1,140431.98,1
2,0,2,0.0,0
0,1,1,0.0,0
5,0,2,0.0,0
4,0,2,116471.43,1
4,0,2,0.0,0
9,0,1,123785.24,1
4,1,2,0.0,0
8,0,2,88758.95,1
5,0,2,153611.83,0
4,1,1,112044.72,1
7,1,1,123826.07,0
9,0,3,106804.26,1
6,1,2,0.0,0
2,0,2,68892.77,1
6,0,2,0.0,0
5,1,1,125827.43,0
9,0,2,0.0,0
7,1,2,0.0,0
5,0,1,148495.64,0
1,0,1,133043.66,0
9,1,1,74989.58,0
7,0,1,60263.23,0
3,1,4,129370.91,1
5,0,2,157955.83,0
4,0,1,0.0,0
7,1,1,70729.17,0
8,1,2,0.0,1
2,0,2,0.0,0
8,0,2,90721.52,0
2,1,2,0.0,0
0,0,1,57784.22,1
9,0,1,131765.72,0
7,1,1,0.0,1
9,1,1,110022.74,1
9,1,1,131569.63,0
2,1,2,164523.5,0
2,1,1,114330.95,0
10,0,1,135923.16,0
8,1,2,0.0,0
4,1,2,0.0,0
0,1,1,124693.48,0
7,1,1,147936.42,0
0,0,1,0.0,0
2,0,1,126558.92,0
6,1,2,106938.11,0
4,0,1,140002.35,0
9,1,1,123444.72,1
6,1,1,147107.91,0
9,0,1,128514.84,0
5,0,1,0.0,1
9,0,2,106756.01,0
3,0,2,0.0,0
6,0,2,0.0,0
5,1,1,155393.32,1
2,1,1,110414.48,0
2,1,2,0.0,0
9,1,1,157098.52,0
5,1,1,85626.6,0
6,1,2,93796.42,0
1,0,2,0.0,0
6,0,2,125268.03,0
2,1,1,148143.84,0
10,0,2,115545.33,0
7,0,2,0.0,0
5,1,1,44928.88,0
2,1,2,0.0,0
3,0,1,162442.35,0
5,1,2,0.0,0
0,0,2,96213.82,0
6,0,1,156569.43,0
8,0,2,0.0,0
1,0,2,0.0,0
6,1,2,110463.25,1
7,0,1,154575.76,1
9,0,2,0.0,0
3,1,2,0.0,0
5,0,1,147037.32,0
0,0,1,119276.31,1
7,0,2,108664.85,0
5,0,1,0.0,0
5,1,2,163034.82,0
4,0,1,93059.34,1
9,0,1,179581.31,0
4,0,1,113625.93,1
7,0,1,119961.48,1
3,0,1,129209.48,0
5,0,3,137227.04,1
3,0,2,119024.75,1
7,0,3,74623.5,1
2,1,1,157929.45,1
7,0,2,92606.86,0
2,0,2,127862.93,0
1,1,1,0.0,1
4,0,1,142711.81,0
4,0,2,0.0,0
1,1,1,163159.85,0
3,1,1,108586.86,0
5,0,1,110624.99,0
5,1,2,154846.24,0
4,1,1,122917.71,1
9,1,2,0.0,0
2,0,2,82787.93,0
5,0,1,102500.34,0
9,0,2,0.0,0
9,0,1,159492.79,1
10,1,2,0.0,0
7,0,1,118241.02,1
2,0,1,113090.4,0
9,1,1,65763.57,0
1,0,1,125537.38,1
3,0,2,94263.91,0
4,0,2,133434.57,0
6,1,1,0.0,0
9,1,2,0.0,0
9,1,2,94748.76,0
4,1,1,98640.74,0
9,0,2,74681.9,0
4,0,2,0.0,0
7,0,1,179915.85,1
1,1,1,128207.23,0
9,0,2,132739.26,0
10,0,2,0.0,0
4,0,1,120509.81,0
4,0,2,124547.13,0
4,1,2,0.0,0
4,0,2,88815.56,1
1,0,2,82231.51,0
7,0,2,184715.86,0
3,0,2,0.0,0
4,1,1,0.0,0
4,0,1,147972.19,1
9,1,2,0.0,0
8,0,1,170008.84,1
3,1,2,0.0,0
10,0,1,0.0,0
8,1,1,95386.82,0
7,0,2,90373.28,0
4,1,2,133467.77,0
3,1,2,0.0,0
3,0,1,96288.26,0
4,1,2,91547.84,0
8,0,2,138292.64,1
9,0,1,0.0,0
8,1,1,71667.74,0
0,0,1,118994.84,1
7,1,2,0.0,0
2,0,2,145610.07,0
1,0,1,138162.81,0
9,1,2,135020.21,0
2,0,2,0.0,0
8,1,1,135161.67,0
9,0,1,0.0,1
6,1,1,94486.47,0
9,0,1,117640.39,0
8,1,1,111379.55,0
6,1,1,0.0,1
0,1,1,136820.99,0
7,0,1,98752.51,0
2,1,3,158266.42,0
4,1,1,105599.67,0
10,0,2,0.0,0
2,1,2,0.0,0
4,1,1,139723.9,0
3,0,1,141806.46,0
5,1,1,132571.67,1
2,0,1,180516.9,0
8,1,2,0.0,0
4,1,1,92805.72,1
4,1,3,0.0,1
3,0,1,135309.36,1
6,1,1,128917.84,0
2,0,1,56580.93,1
8,0,2,131390.75,0
4,0,2,0.0,0
8,0,2,0.0,0
1,1,1,97361.66,1
6,0,1,0.0,1
7,1,2,0.0,0
10,1,2,0.0,0
1,0,2,0.0,0
0,1,2,0.0,0
4,0,2,102714.65,0
5,1,1,67816.72,0
8,1,1,81710.46,0
2,1,1,75237.54,0
10,0,1,124023.18,0
5,1,1,100727.5,1
10,0,2,107238.85,0
5,0,2,0.0,0
0,0,1,139994.66,0
9,1,1,126224.87,0
1,0,1,145751.03,1
5,1,1,0.0,1
4,1,1,121166.89,0
1,1,2,0.0,0
10,1,2,0.0,0
9,0,1,70655.48,1
1,0,1,129901.21,1
8,1,1,125470.81,0
9,1,4,169406.33,1
2,1,2,0.0,0
4,1,1,107041.3,0
10,1,1,95153.77,0
3,0,2,145166.09,0
4,0,2,0.0,0
9,1,1,65962.63,0
6,1,1,140418.81,1
3,1,1,139799.63,0
9,0,2,171787.84,0
6,1,1,149238.97,0
4,0,1,163146.46,1
8,0,2,0.0,1
10,0,2,0.0,0
9,1,1,61482.47,0
8,0,1,145150.28,1
5,0,1,126670.37,0
8,1,2,84390.8,0
2,1,2,89728.86,0
1,0,2,0.0,0
4,0,1,118628.8,0
3,0,2,0.0,0
6,1,1,96863.13,0
6,1,1,142263.45,0
7,0,2,0.0,0
3,0,1,0.0,0
1,0,2,0.0,0
6,1,1,122724.37,0
4,0,1,174902.26,0
4,1,2,0.0,0
3,1,1,108914.17,1
10,1,1,98052.66,0
5,1,1,123873.19,0
2,0,3,111920.13,1
4,1,2,0.0,0
3,1,2,0.0,0
8,1,2,0.0,0
8,1,4,75150.34,1
10,0,2,0.0,0
5,0,1,114753.76,0
0,0,1,0.0,0
6,0,1,111871.93,0
0,0,2,0.0,0
4,0,1,135927.06,0
8,1,2,0.0,0
1,0,2,0.0,0
2,1,1,57037.74,0
10,0,4,0.0,1
2,1,1,79468.96,0
7,0,1,121063.85,0
1,1,1,118537.47,0
10,0,2,0.0,0
4,0,2,105082.07,0
4,0,1,0.0,1
6,1,2,0.0,0
2,0,2,104702.65,0
2,1,3,95813.76,1
0,1,2,167026.61,0
7,0,1,102453.26,1
4,1,2,148045.45,0
1,0,2,0.0,0
1,0,2,0.0,0
4,1,1,0.0,1
10,1,1,104498.79,0
6,0,2,0.0,0
6,1,2,0.0,0
8,1,2,149542.52,0
10,1,1,87946.39,0
3,0,1,68639.57,1
4,1,1,148826.32,0
2,1,2,0.0,0
5,1,2,108166.09,0
5,0,1,103214.71,0
1,0,2,134760.21,1
3,1,1,0.0,1
0,0,1,90124.64,0
6,1,2,0.0,0
6,0,2,87361.02,1
8,0,1,111257.59,1
3,1,4,131583.59,1
9,1,3,95020.8,1
1,1,2,0.0,0
5,0,2,80242.37,0
0,1,1,0.0,0
1,1,3,0.0,1
0,1,1,122661.39,0
4,1,2,0.0,1
8,1,2,0.0,1
0,0,2,0.0,0
3,1,1,0.0,0
7,0,2,81742.84,0
8,1,1,0.0,1
2,0,1,145127.85,0
9,0,1,148912.44,0
4,1,2,0.0,0
4,0,2,89900.24,0
8,1,2,119027.28,0
2,0,2,105222.86,0
6,0,1,0.0,1
1,1,1,116114.93,0
9,1,1,187911.55,0
5,1,2,0.0,0
6,1,1,144432.04,1
4,1,2,77065.9,0
6,1,1,180520.29,0
1,0,2,0.0,0
6,1,1,130024.87,1
2,0,1,110086.69,0
5,0,1,174853.46,0
7,1,1,108724.98,0
9,1,2,91285.13,0
2,1,2,0.0,0
9,1,2,110610.41,1
5,0,1,102994.04,1
4,0,2,59893.85,0
8,0,1,149318.55,0
1,1,1,116409.55,0
0,0,1,127760.07,1
6,1,1,132591.36,1
0,0,2,0.0,0
5,1,2,113402.14,0
7,0,2,0.0,0
0,0,1,0.0,0
9,1,2,0.0,0
6,1,1,136953.47,0
8,1,2,0.0,0
5,1,1,0.0,0
8,0,1,123863.64,0
7,1,1,120811.89,0
2,1,1,148430.55,0
6,1,2,47869.69,0
7,0,2,150926.99,0
6,0,1,103163.35,1
10,0,1,130206.28,0
4,0,2,136674.51,0
2,1,1,200322.45,0
1,1,2,0.0,0
7,1,1,80927.56,0
10,0,3,0.0,1
9,1,2,0.0,0
0,0,2,142574.71,0
7,1,1,160426.07,0
5,0,1,116160.23,0
5,0,2,98683.47,0
3,1,2,118829.03,0
1,0,1,118870.92,0
1,1,1,0.0,0
2,1,1,0.0,0
4,1,1,107192.38,0
3,1,1,108010.78,0
3,0,2,0.0,0
7,1,2,129837.72,0
3,0,4,106458.31,1
9,1,1,97009.15,0
9,0,2,122929.42,0
6,1,4,152296.83,1
1,0,2,0.0,0
8,0,1,0.0,1
6,0,2,128993.76,0
5,0,1,0.0,0
0,1,2,185267.45,0
9,0,2,0.0,0
3,0,1,116805.82,0
5,0,1,129750.68,0
2,1,2,129177.01,0
6,0,2,82506.72,0
2,1,1,107247.69,1
3,0,1,0.0,1
3,0,2,157780.93,0
1,1,1,172170.36,0
2,1,2,0.0,0
1,1,1,0.0,0
9,0,1,75361.44,1
4,1,2,0.0,0
2,1,2,0.0,0
0,0,2,98263.46,0
9,1,2,0.0,0
3,0,2,109308.79,1
8,0,2,0.0,0
6,1,1,164365.44,0
5,0,1,98800.0,0
4,1,1,193125.85,0
5,1,1,51522.75,0
5,1,2,84284.48,0
5,0,2,0.0,0
9,0,1,119889.84,1
4,1,1,137910.45,0
6,0,2,0.0,0
5,0,1,100116.82,0
4,1,2,166082.15,0
0,0,2,0.0,0
3,0,1,0.0,0
3,0,1,148595.55,1
2,0,2,94078.97,0
5,1,2,0.0,0
9,1,1,0.0,0
2,0,3,164948.98,1
4,0,1,140549.4,1
2,1,1,152509.25,0
2,0,1,191864.51,1
8,0,1,96418.09,1
2,1,1,131945.94,0
3,1,2,0.0,0
9,0,1,142910.15,1
7,1,2,0.0,0
3,1,1,146311.58,0
2,0,1,87894.26,1
5,0,2,97445.49,0
9,1,1,0.0,1
7,1,2,0.0,0
2,0,2,154485.74,0
2,0,1,115625.07,0
7,0,1,108396.67,0
5,1,2,65095.41,0
1,0,1,103018.45,1
10,1,1,84764.79,0
10,0,2,0.0,0
4,1,1,115680.81,0
5,0,2,0.0,0
5,0,2,73088.06,0
3,0,2,150905.03,0
9,1,1,143054.85,0
7,0,2,0.0,0
6,1,2,0.0,0
0,1,1,99948.45,0
3,0,2,115451.05,0
4,1,1,108235.91,0
8,1,1,0.0,1
2,0,2,98795.61,0
1,0,2,0.0,0
8,0,2,0.0,0
2,1,2,0.0,0
3,1,2,113146.98,0
8,0,3,162532.14,1
0,1,1,92053.44,0
7,1,2,0.0,0
5,0,3,0.0,1
8,1,1,104944.1,0
4,0,2,0.0,0
2,0,2,0.0,0
4,1,1,107879.04,0
7,0,1,110356.42,1
2,0,2,0.0,0
4,0,2,109783.69,0
9,1,1,149777.0,0
3,0,1,104339.56,0
1,1,1,85818.18,0
4,0,1,212692.97,0
1,1,2,89696.84,0
9,1,2,0.0,0
9,0,1,68067.24,0
9,1,1,148564.66,0
8,1,1,136354.16,0
1,1,1,122214.0,0
3,1,2,0.0,0
6,1,2,119684.88,0
3,1,1,135139.33,0
9,0,1,146100.75,1
8,1,3,123110.9,1
3,1,3,111760.4,1
9,1,1,110728.39,0
8,1,1,121558.46,0
8,0,1,120623.21,0
4,1,1,114713.57,0
3,0,1,103457.76,0
2,1,2,101134.87,0
10,1,2,78136.36,0
1,0,2,0.0,0
3,0,1,133446.34,0
7,1,2,0.0,0
1,0,1,108076.33,1
5,0,1,131354.25,0
7,1,2,62974.64,0
2,0,1,143340.44,0
8,0,2,116993.43,0
4,1,2,58662.92,0
3,0,3,128808.65,1
7,0,1,137555.44,0
4,1,1,142393.11,0
8,0,2,0.0,0
2,1,1,125785.23,0
4,0,1,136444.25,1
7,0,1,121527.4,0
9,1,1,144696.75,0
8,1,2,0.0,0
10,1,2,0.0,0
8,0,1,128140.17,1
6,1,1,120383.41,0
9,1,3,0.0,1
8,1,2,129735.3,0
8,0,1,185078.26,1
6,0,2,0.0,0
0,1,1,0.0,0
7,1,2,0.0,0
1,1,1,144591.96,0
4,0,2,0.0,1
6,0,2,0.0,0
7,0,1,0.0,0
2,1,1,100194.44,0
6,1,2,145295.31,0
3,1,2,106070.29,0
6,1,1,120621.89,0
7,1,2,0.0,0
9,1,2,0.0,0
1,1,1,0.0,0
10,1,1,171283.91,0
4,1,2,0.0,0
1,0,1,128218.47,1
5,1,2,0.0,0
7,0,1,77776.39,0
6,1,2,124978.19,0
1,0,2,0.0,0
1,1,1,0.0,0
3,1,2,109799.55,1
7,0,2,0.0,0
8,0,1,125397.21,1
10,1,2,0.0,0
9,1,2,111347.37,0
8,1,2,104291.41,0
9,1,2,94867.18,1
8,0,2,0.0,0
6,0,2,135703.59,0
5,1,2,106453.53,0
7,0,1,132412.38,1
9,0,1,124401.6,1
6,0,3,118022.06,1
1,0,1,82531.11,0
0,0,1,184552.12,1
4,1,1,127278.31,0
3,1,1,0.0,0
2,1,2,0.0,0
5,0,1,184244.86,0
8,0,1,59669.43,1
7,1,1,79543.59,0
6,1,1,151553.19,0
2,1,2,166527.88,0
6,0,1,150329.15,0
8,0,1,121911.59,0
9,0,2,156773.78,0
8,1,1,127864.26,0
4,1,1,113709.28,1
7,1,1,79974.55,0
2,1,2,0.0,0
5,0,1,0.0,1
0,0,1,0.0,1
3,0,2,144427.96,0
7,1,1,99263.09,0
2,1,2,79368.87,0
10,1,2,0.0,0
9,1,2,0.0,0
2,1,3,0.0,0
7,0,1,125095.94,1
2,0,2,162485.8,0
1,0,2,95668.82,0
4,0,2,0.0,0
8,1,2,0.0,0
4,0,1,0.0,0
5,0,2,74197.38,0
1,1,1,89688.94,0
10,1,2,103121.33,0
3,0,1,0.0,0
5,1,1,120170.07,0
9,1,2,149136.31,0
1,1,1,141136.79,0
4,0,1,152341.55,0
7,1,2,120026.98,0
9,0,1,132168.28,0
6,1,2,85200.82,0
1,1,2,84903.33,0
0,0,2,0.0,0
4,1,1,0.0,0
8,0,1,0.0,0
9,0,1,121535.18,0
6,1,2,116662.96,0
8,1,2,0.0,0
6,1,1,124829.16,0
2,0,2,155180.56,0
1,1,1,108262.87,0
4,0,2,0.0,0
5,0,2,0.0,0
2,1,1,0.0,1
6,1,2,99812.88,0
2,1,1,132164.26,0
10,0,1,103583.05,1
4,0,2,142406.43,0
7,0,2,99842.5,1
5,1,2,0.0,0
9,0,1,0.0,0
5,1,1,81042.42,0
5,0,1,0.0,1
6,1,2,0.0,0
4,1,1,199689.49,1
1,0,1,142645.43,0
5,1,2,0.0,0
3,0,1,110219.14,1
3,1,2,0.0,0
3,0,2,0.0,0
4,0,2,0.0,0
7,0,1,142072.02,0
6,0,2,0.0,0
8,0,1,149564.61,0
9,0,2,0.0,0
8,1,1,153366.13,0
6,1,1,76467.16,0
9,1,1,121508.28,0
1,1,1,0.0,0
8,0,2,73211.12,1
9,0,2,0.0,0
1,1,2,0.0,0
0,0,2,92674.94,0
3,0,4,96196.24,1
1,1,1,114391.62,0
9,0,1,80262.66,0
7,0,1,173331.52,0
7,1,1,147285.52,0
5,1,2,119785.47,0
1,0,1,140137.15,0
6,0,1,107467.56,1
8,0,2,98218.04,1
2,1,1,133607.75,0
3,1,2,0.0,0
8,1,1,95139.41,0
3,1,2,0.0,0
5,0,2,0.0,0
6,0,2,0.0,0
1,0,1,97331.19,0
2,1,2,139265.63,0
9,1,1,0.0,0
5,0,1,168094.01,0
5,0,2,131563.88,0
3,0,2,0.0,0
9,0,2,0.0,0
3,1,1,0.0,0
7,1,1,107363.29,0
2,1,1,94493.03,0
9,0,2,170214.23,0
6,0,1,139781.06,1
7,0,2,0.0,0
8,1,3,148610.41,1
2,1,2,170241.7,0
1,1,1,128306.83,0
7,1,2,0.0,0
3,1,1,0.0,0
7,1,1,175454.0,0
6,0,2,0.0,0
0,1,2,100885.93,0
9,1,1,93320.8,0
6,1,2,63176.44,0
2,0,1,139451.67,0
8,0,1,49113.75,0
1,1,3,123906.22,1
6,1,2,0.0,0
7,0,2,0.0,0
1,0,1,131441.51,1
2,0,1,0.0,1
6,1,2,136325.48,1
4,0,2,113150.44,1
9,0,1,0.0,0
4,1,2,0.0,0
8,1,1,102785.16,0
6,0,1,83264.28,0
4,1,2,72252.64,0
6,0,1,148051.52,0
9,1,1,138489.66,0
8,1,2,0.0,0
6,1,1,111589.33,0
0,0,1,122104.79,1
4,1,1,96106.83,0
7,0,1,115930.87,0
7,0,2,124513.66,0
9,0,1,0.0,1
8,0,1,0.0,0
7,1,1,0.0,1
8,0,2,100988.39,0
10,1,1,118577.24,0
6,0,2,0.0,0
5,1,2,0.0,0
2,1,1,0.0,1
5,1,2,0.0,0
9,1,2,0.0,0
9,1,1,113311.11,0
9,0,1,0.0,0
7,0,2,0.0,0
4,0,1,124365.42,1
1,1,2,147249.29,0
7,1,1,103688.19,0
1,0,2,138740.24,0
4,1,1,111900.14,0
0,1,1,152760.24,0
7,1,2,143966.3,1
10,0,1,141556.96,0
6,1,2,0.0,0
5,0,2,0.0,0
1,1,1,0.0,0
8,0,2,0.0,0
10,1,1,0.0,1
2,1,2,0.0,0
9,0,1,162560.32,0
7,0,1,123229.46,0
7,1,2,76665.71,0
9,1,3,140278.99,1
3,1,2,0.0,0
1,0,2,115764.32,0
5,0,2,131142.53,0
5,0,1,68375.27,1
5,0,3,117833.3,1
7,1,2,0.0,0
7,0,2,0.0,0
7,1,1,0.0,1
2,0,1,111093.01,0
9,0,1,132657.55,0
9,1,1,128882.49,1
9,1,1,69129.59,0
6,1,2,0.0,0
4,1,1,121404.64,0
9,0,3,131355.3,1
1,1,1,102097.33,0
1,1,1,154863.15,0
3,0,2,99945.93,0
2,0,2,121704.32,0
3,0,2,0.0,0
8,1,1,138782.76,0
9,1,2,0.0,0
8,0,1,136291.71,0
0,0,2,107856.57,0
1,0,1,108348.66,1
1,0,3,93871.95,1
1,0,1,0.0,1
2,0,1,125860.2,0
8,0,1,172713.44,0
5,1,2,0.0,0
8,1,1,0.0,0
3,1,1,130786.92,0
2,0,1,112367.34,0
7,0,2,91091.06,0
7,1,1,106198.5,0
5,0,2,142669.93,0
1,1,1,112833.35,0
5,1,2,0.0,0
4,1,2,0.0,0
2,0,2,104336.43,0
6,1,1,104305.74,0
5,1,2,140187.1,0
4,0,2,0.0,0
1,0,1,114959.12,1
5,1,1,164704.38,1
10,1,1,119096.55,0
1,1,2,0.0,0
2,0,1,0.0,1
8,0,1,0.0,0
9,0,1,115465.28,0
4,0,2,0.0,0
3,0,1,184926.61,0
8,0,2,85957.88,0
10,1,1,114084.6,0
2,0,2,166930.76,0
8,0,1,0.0,0
7,1,2,0.0,0
6,0,2,107193.82,0
3,1,1,116275.12,0
7,1,2,0.0,0
2,0,1,91068.56,0
5,1,1,123049.21,0
6,1,2,0.0,0
7,0,2,0.0,0
3,0,1,137781.65,0
2,1,2,108128.96,0
10,0,2,105317.73,0
1,0,1,80569.73,0
4,1,1,174852.89,0
3,0,3,89158.94,1
10,1,2,0.0,0
2,1,1,89800.14,0
9,0,1,101207.75,1
1,0,2,106086.42,0
1,1,2,0.0,0
9,0,2,0.0,0
8,1,2,101440.36,0
4,0,2,0.0,0
7,1,2,106603.74,0
10,0,2,130420.2,0
1,0,1,0.0,0
2,1,1,45022.23,0
1,1,1,74298.43,0
3,1,1,133003.03,1
7,1,2,0.0,0
1,0,1,136689.66,0
4,1,2,0.0,0
5,1,2,0.0,1
1,1,1,102520.37,0
2,1,2,0.0,0
5,0,2,0.0,0
1,1,1,88382.01,0
4,0,2,115049.15,0
1,1,1,104796.54,0
1,0,1,123082.08,0
8,1,2,0.0,0
8,0,2,0.0,0
7,1,2,0.0,0
3,1,2,88311.48,0
9,1,3,0.0,0
7,1,1,71872.19,0
6,0,2,110046.93,0
8,1,1,104430.08,0
5,0,2,0.0,0
10,0,1,138653.51,0
7,1,1,102575.04,0
7,1,2,137780.74,1
2,0,2,0.0,0
7,1,2,0.0,0
8,0,1,105209.54,0
0,1,2,109570.21,0
6,0,1,118715.86,1
10,1,2,0.0,0
2,1,2,153393.18,0
6,0,1,132603.36,0
6,1,2,0.0,0
1,0,2,129398.01,0
3,0,2,0.0,0
2,0,1,151352.74,0
5,0,1,136836.49,1
4,0,1,91592.06,1
8,0,2,0.0,0
3,0,1,0.0,1
8,1,2,0.0,0
2,1,2,165536.28,0
5,1,1,62482.95,0
8,0,1,68155.59,0
3,1,2,55853.33,1
2,1,2,0.0,0
2,0,1,79589.43,0
5,1,1,100880.76,0
3,0,2,174330.35,0
7,0,1,143390.51,0
8,0,1,91415.76,1
3,0,1,134366.42,0
3,1,2,0.0,0
8,1,1,88786.81,0
3,1,2,96814.46,0
9,0,1,160680.41,0
3,0,2,0.0,0
10,0,2,0.0,0
5,0,1,145537.21,0
4,1,2,0.0,1
6,1,2,0.0,0
2,1,1,119370.11,1
1,1,2,0.0,0
10,0,1,134381.52,1
8,1,2,114888.74,1
1,0,2,149332.48,0
7,0,3,105061.74,1
7,1,2,0.0,0
10,1,1,0.0,1
4,1,1,0.0,0
7,1,1,155062.8,0
3,0,1,88798.34,0
6,0,2,0.0,0
5,0,1,143139.87,1
7,0,2,0.0,0
3,0,1,107027.52,0
4,0,1,140720.93,0
8,0,2,80964.57,0
6,0,1,178585.46,1
4,1,1,135889.13,0
7,0,1,134919.85,0
8,0,1,115130.34,1
6,1,2,138190.13,0
9,1,2,131519.49,0
5,0,1,0.0,1
3,1,2,126935.98,0
4,1,1,133707.09,0
1,0,1,97893.2,0
5,0,1,127900.03,0
10,1,1,143835.47,0
0,1,2,0.0,0
10,0,1,0.0,1
2,1,1,0.0,1
3,1,1,129596.77,0
4,0,2,0.0,0
2,0,2,110407.44,1
7,1,2,0.0,0
8,0,2,142015.76,0
1,1,1,81370.07,0
2,0,1,69329.47,1
8,1,2,116755.5,1
6,0,1,83870.33,0
6,1,2,130694.89,1
8,0,1,117451.47,0
9,1,2,206868.78,0
3,0,1,111695.62,0
9,0,4,137285.26,1
6,1,1,149218.39,0
7,1,2,0.0,0
7,1,2,0.0,0
8,0,1,130701.29,1
5,0,2,0.0,0
3,0,1,167949.48,0
4,0,1,131254.81,0
5,1,2,0.0,0
9,1,2,0.0,0
7,1,1,86656.13,0
8,1,1,114737.26,1
5,0,2,0.0,0
6,0,1,0.0,0
4,1,1,119817.33,1
7,1,2,130806.99,1
0,1,1,0.0,1
5,0,2,0.0,0
2,0,1,80931.75,1
3,1,3,0.0,1
1,0,1,132178.67,0
3,0,2,0.0,0
6,1,2,0.0,0
7,0,3,164769.02,1
1,0,2,107233.85,0
7,1,2,176227.07,0
4,1,2,109949.39,0
5,1,2,0.0,0
10,0,1,117738.81,1
9,0,1,133292.45,0
1,1,1,160474.59,0
6,0,2,0.0,0
9,1,1,154393.43,1
9,1,1,110827.49,1
10,1,2,145750.45,0
8,1,1,109044.3,0
4,1,1,75170.54,0
2,0,2,0.0,0
6,1,1,105795.9,0
5,0,2,0.0,0
8,1,2,0.0,0
1,0,1,0.0,1
3,0,1,118097.87,0
0,0,1,172693.54,0
4,0,2,129440.3,0
4,0,2,0.0,0
1,0,1,96471.2,0
1,1,1,0.0,1
4,1,1,140197.18,0
6,0,2,0.0,0
4,0,1,135946.26,0
3,1,2,0.0,0
3,1,3,81290.02,1
8,0,1,0.0,1
9,0,1,113715.36,1
2,1,1,168883.08,0
8,0,1,143421.74,0
7,1,1,153644.39,0
1,1,1,109330.06,0
1,0,2,115095.88,0
10,1,1,0.0,1
1,1,1,183276.32,0
9,0,1,68193.72,0
8,0,2,0.0,0
6,1,1,139729.54,0
4,1,1,98365.33,0
10,0,2,0.0,0
10,1,2,122453.97,0
7,0,2,132174.41,0
2,1,2,0.0,0
1,0,2,0.0,0
2,0,1,104349.45,0
2,0,1,138881.04,1
0,0,1,116968.91,0
1,1,2,105346.03,0
9,0,1,136623.19,0
10,1,2,0.0,0
5,0,1,0.0,1
6,1,2,0.0,0
6,0,1,124445.52,0
5,1,2,68999.66,0
6,1,1,85768.42,0
1,0,1,0.0,1
9,1,2,100628.0,0
0,1,1,0.0,0
7,1,2,0.0,0
6,0,1,0.0,1
6,0,2,0.0,0
0,0,1,125647.36,1
8,1,1,100375.39,0
10,0,1,0.0,0
7,1,1,171922.72,0
2,1,2,146810.99,0
3,1,1,109032.23,1
6,0,1,0.0,1
7,0,1,0.0,0
5,0,1,128653.59,0
3,1,1,80387.81,0
8,1,2,0.0,1
0,0,3,108508.82,1
10,0,1,155978.17,0
5,1,1,0.0,0
4,0,1,121175.56,1
4,0,2,89349.47,0
7,0,2,86131.71,0
3,1,1,102346.86,0
7,1,1,121263.62,0
2,0,2,0.0,0
2,0,1,0.0,1
3,1,2,0.0,0
6,0,1,149726.08,1
2,0,2,0.0,1
5,0,2,161274.05,0
2,0,2,0.0,0
1,1,1,103138.17,0
3,0,1,109628.44,0
5,0,1,0.0,1
7,0,2,97286.16,0
7,0,1,118004.26,0
9,0,1,85534.83,0
4,1,1,0.0,1
4,0,2,95140.44,1
6,1,1,0.0,1
3,1,2,0.0,0
1,1,1,75900.84,0
2,0,1,126619.27,0
7,0,1,111833.47,0
7,0,2,0.0,0
3,1,1,238387.56,1
2,1,2,108698.96,0
2,1,1,112687.69,0
4,0,2,81556.89,0
9,1,1,136596.85,0
9,0,1,98807.45,1
1,1,2,0.0,0
1,1,2,0.0,0
6,1,1,107499.7,0
8,0,2,0.0,0
9,0,2,0.0,0
8,1,2,0.0,0
1,0,2,176024.05,0
3,1,2,0.0,0
0,1,1,127631.62,1
9,0,1,0.0,0
10,0,2,109819.16,0
2,0,1,138734.94,0
10,0,2,111363.1,0
9,1,2,0.0,0
0,0,2,143988.0,1
5,1,1,118838.75,0
4,1,1,161637.75,0
3,1,1,133793.89,1
8,0,1,71553.83,0
8,1,1,0.0,0
3,0,2,0.0,0
7,1,2,0.0,0
10,1,2,64667.95,0
2,1,1,121164.11,0
3,0,2,0.0,0
