Bank_Profile_Key,Tenure,Active_Member,Products_Number,Balance,Complain
4913,0,0,1,152335.7,1
4914,1,1,1,124662.54,1
4915,10,1,2,91522.04,0
4916,1,1,2,0.0,0
4917,6,1,1,62052.28,0
4918,7,0,1,107871.72,0
4919,2,0,2,99472.76,1
4920,10,1,1,128039.01,0
4921,2,1,2,0.0,0
4922,8,0,2,114634.63,1
4923,5,1,2,56738.47,1
4924,2,0,2,90355.12,0
4925,5,0,2,115725.24,0
4926,3,1,2,114327.59,0
4927,6,0,1,100762.64,0
4928,9,0,1,0.0,1
4929,7,1,2,89039.9,0
4930,1,1,1,78829.53,0
4931,6,1,1,112372.96,0
4932,6,1,1,122029.15,0
4933,0,0,1,157829.12,0
4934,1,1,2,108377.75,0
4935,2,1,1,95507.12,0
4936,6,0,1,127146.68,0
4937,1,0,1,133811.78,1
4938,3,1,2,121092.47,0
4939,10,0,1,126979.75,0
4940,5,0,2,144235.73,1
4941,0,0,2,152582.2,0
4942,9,0,1,172478.15,1
4943,1,0,1,126477.42,0
4944,7,1,2,97473.87,0
4945,5,1,1,138053.67,0
4946,2,1,2,164003.05,0
4947,8,1,1,0.0,1
4948,6,1,2,0.0,0
4949,4,1,2,122486.11,0
4950,1,0,2,0.0,0
4951,6,0,1,53667.44,0
4952,7,0,2,0.0,0
4953,9,1,1,109327.65,0
4954,1,0,1,121151.05,0
4955,9,1,1,101043.63,0
4956,3,0,2,83501.66,0
4957,2,0,1,80462.24,0
4958,3,0,1,0.0,0
4959,6,0,2,109093.41,0
4960,5,1,1,140355.6,0
4961,10,1,2,0.0,0
4962,0,0,2,130170.82,0
4963,2,1,2,0.0,0
4964,0,1,1,109542.29,0
4965,3,0,2,33563.95,1
4966,1,1,2,148795.17,0
4967,9,1,2,0.0,0
4968,8,0,3,174126.75,1
4969,3,0,1,0.0,0
4970,1,1,1,106405.03,0
4971,2,1,1,0.0,0
4972,2,1,1,128393.29,0
4973,2,0,1,127841.52,0
4974,4,1,2,137295.19,0
4975,2,1,1,155828.22,1
4976,6,0,2,0.0,0
4977,7,0,1,144351.86,0
4978,8,1,1,106365.29,0
4979,7,1,1,127801.88,0
4980,4,1,1,122793.96,0
4981,10,0,1,113525.84,1
4982,6,0,2,136100.69,1
4983,7,1,2,0.0,0
4984,4,0,1,140916.81,0
4985,4,1,2,0.0,0
4986,4,1,1,121365.39,0
4987,4,0,1,0.0,0
4988,7,0,2,0.0,0
4989,3,1,2,93578.68,1
4990,9,0,1,0.0,0
4991,8,1,1,115409.6,0
4992,8,1,1,90791.69,0
4993,9,0,3,123681.32,1
4994,6,0,1,92436.86,0
4995,9,1,1,167194.36,1
4996,4,1,2,0.0,0
4997,9,0,2,160838.13,0
4998,1,0,1,0.0,1
4999,7,1,1,144470.77,0
5000,3,1,2,0.0,0
5001,9,1,2,130169.27,0
5002,4,1,2,0.0,0
5003,7,1,2,81076.8,1
5004,7,1,1,0.0,0
5005,3,0,1,101465.31,1
5006,5,1,1,0.0,0
5007,0,1,2,113865.23,0
5008,7,1,3,87603.35,1
5009,4,0,1,120037.96,0
5010,4,0,2,0.0,0
5011,7,1,4,121205.15,1
5012,8,0,1,75408.33,1
5013,5,1,2,0.0,0
5014,3,0,1,0.0,1
5015,5,0,2,0.0,0
5016,6,1,2,121818.84,0
5017,8,0,2,0.0,0
5018,6,1,2,141806.0,0
5019,8,0,1,61354.14,1
5020,4,1,1,124954.94,1
5021,1,1,1,95039.12,1
5022,9,1,1,103417.74,0
5023,2,0,2,0.0,0
5024,10,0,1,43028.77,0
5025,0,1,1,119638.21,1
5026,3,0,2,122689.51,1
5027,10,0,2,0.0,0
5028,8,1,2,73179.34,0
5029,4,0,1,171913.87,1
5030,5,1,2,0.0,0
5031,8,0,2,92659.2,0
5032,7,1,1,137239.17,1
5033,3,0,2,102955.14,0
5034,8,1,1,65190.29,1
5035,2,1,2,96863.52,0
5036,5,0,1,154983.98,0
5037,3,1,1,106819.65,0
5038,7,1,1,128578.52,0
5039,2,1,1,126473.33,0
5040,5,0,2,110570.78,0
5041,7,1,2,0.0,0
5042,8,0,2,0.0,0
5043,3,1,2,0.0,0
5044,2,0,2,0.0,0
5045,3,0,2,111099.79,0
5046,3,0,3,0.0,0
5047,3,0,1,100913.57,0
5048,8,1,2,0.0,0
5049,2,1,1,16893.59,0
5050,10,0,1,122267.85,0
5051,1,1,1,125685.79,0
5052,8,0,1,127397.34,0
5053,0,1,1,105271.56,0
5054,2,0,1,115265.14,0
5055,4,0,1,0.0,0
5056,1,1,2,0.0,0
5057,2,1,1,139542.82,0
5058,3,0,3,111512.75,1
5059,9,1,2,148466.93,0
5060,4,0,2,0.0,0
5061,4,0,1,108155.49,0
5062,1,0,2,0.0,0
5063,10,1,1,84622.13,0
5064,7,0,2,146997.64,0
5065,9,0,2,0.0,0
5066,10,0,1,98590.25,0
5067,2,1,2,0.0,0
5068,8,1,1,134980.74,1
5069,5,1,1,108078.56,0
5070,9,1,2,0.0,0
5071,6,0,2,0.0,0
5072,5,0,2,106836.67,0
5073,8,1,1,102490.27,0
5074,9,0,2,112746.54,0
5075,0,0,1,125487.89,0
5076,8,1,1,142862.21,0
5077,7,0,2,0.0,0
5078,10,0,2,0.0,0
5079,6,1,1,79388.33,0
5080,5,1,2,0.0,0
5081,10,1,2,0.0,0
5082,6,1,1,107784.65,0
5083,4,0,3,142880.28,1
5084,9,0,1,149571.94,0
5085,1,1,1,142767.39,0
5086,8,0,2,121537.71,1
5087,2,0,2,0.0,0
5088,9,0,1,0.0,1
5089,4,0,3,89838.71,1
5090,9,0,1,103399.87,0
5091,9,0,2,0.0,0
5092,5,0,2,136855.94,0
5093,0,0,2,0.0,1
5094,2,1,3,140891.46,1
5095,0,0,1,0.0,0
5096,5,1,1,89364.91,0
5097,7,0,1,146011.4,0
5098,8,1,2,0.0,0
5099,9,0,2,145294.08,0
5100,9,0,1,106000.12,1
5101,5,0,2,0.0,0
5102,2,1,2,0.0,0
5103,9,0,2,104508.77,0
5104,3,1,1,127539.3,1
5105,7,1,1,0.0,0
5106,3,0,1,96891.46,1
5107,1,0,1,78535.25,0
5108,9,0,1,112712.17,0
5109,9,1,1,119618.42,0
5110,6,0,1,0.0,0
5111,8,1,1,74963.5,0
5112,1,1,2,138023.79,0
5113,4,1,1,0.0,0
5114,1,0,1,185513.67,0
5115,8,0,1,185648.56,1
5116,1,0,3,102286.6,1
5117,4,0,1,128015.83,0
5118,10,0,2,39539.39,0
5119,3,1,1,0.0,0
5120,3,1,2,77608.46,0
5121,5,0,1,141462.13,0
5122,0,0,2,0.0,0
5123,2,0,1,131691.33,0
5124,8,1,1,93833.86,0
5125,7,1,1,137933.39,0
5126,8,1,1,105770.14,1
5127,5,1,2,0.0,0
5128,8,1,2,0.0,1
5129,3,1,2,166328.65,0
5130,2,0,1,164307.77,0
5131,9,1,2,163965.69,0
5132,7,0,1,125608.72,0
5133,9,0,1,0.0,0
5134,6,1,1,118433.94,0
5135,10,0,1,98488.08,1
5136,4,1,2,0.0,0
5137,10,1,2,98362.35,0
5138,6,0,4,144237.91,1
5139,6,1,1,0.0,0
5140,4,0,1,0.0,1
5141,4,0,2,105767.28,0
5142,9,0,2,0.0,0
5143,5,0,2,0.0,0
5144,2,1,1,0.0,1
5145,3,1,1,134467.26,0
5146,1,1,1,138515.02,0
5147,2,0,2,128647.98,0
5148,9,0,1,121858.98,0
5149,3,1,2,0.0,0
5150,1,1,1,120108.56,0
5151,0,1,1,196853.62,0
5152,3,1,1,121418.62,0
5153,10,1,2,0.0,0
5154,9,0,2,0.0,0
5155,4,0,2,97495.8,0
5156,3,0,2,0.0,0
5157,5,1,1,127343.4,0
5158,0,0,1,158633.61,0
5159,9,0,1,0.0,0
5160,9,1,1,183744.98,0
5161,6,1,2,0.0,0
5162,9,0,1,0.0,0
5163,7,0,2,79962.92,0
5164,10,1,2,0.0,0
5165,4,1,2,0.0,0
5166,7,0,1,140956.99,0
5167,6,1,1,0.0,0
5168,7,1,2,0.0,1
5169,8,1,1,145241.63,0
5170,7,0,2,138008.06,0
5171,4,1,2,0.0,0
5172,2,1,2,0.0,0
5173,2,0,2,0.0,0
5174,9,0,1,0.0,0
5175,7,0,2,0.0,0
5176,9,0,2,127570.93,0
5177,6,1,1,0.0,0
5178,5,1,1,107812.67,1
5179,7,0,2,91560.58,0
5180,6,1,2,121303.77,0
5181,8,1,2,161546.68,0
5182,5,0,1,128415.45,0
5183,2,1,1,57530.06,1
5184,1,1,2,0.0,0
5185,4,0,2,142243.54,0
5186,9,0,1,138341.51,1
5187,9,0,2,0.0,0
5188,2,1,2,0.0,1
5189,4,0,3,0.0,0
5190,5,0,2,146466.46,0
5191,5,0,2,0.0,0
5192,1,1,1,0.0,0
5193,8,1,2,0.0,0
5194,9,1,1,120307.58,0
5195,4,0,2,87637.26,0
5196,2,1,1,94652.04,0
5197,7,1,1,114415.84,0
5198,8,1,2,0.0,0
5199,1,0,1,84315.02,0
5200,3,0,2,0.0,0
5201,9,0,2,93955.83,0
5202,1,0,1,67087.69,0
5203,6,0,1,101528.61,1
5204,1,1,1,110824.52,0
5205,8,1,1,0.0,0
5206,8,0,1,179960.2,0
5207,3,0,1,134006.77,0
5208,10,1,2,121532.17,0
5209,7,1,2,0.0,0
5210,2,1,1,0.0,0
5211,7,0,2,129717.3,0
5212,4,1,2,94762.16,0
5213,5,1,1,155196.17,1
5214,4,1,1,129514.99,0
5215,3,1,2,113386.36,1
5216,3,1,1,0.0,1
5217,3,1,1,172196.23,0
5218,5,1,1,97612.12,0
5219,4,0,2,104719.94,0
5220,7,0,1,0.0,0
5221,9,0,3,139592.98,1
5222,4,0,2,0.0,0
5223,7,0,1,139096.85,0
5224,7,1,1,140301.72,0
5225,3,0,1,0.0,0
5226,7,1,2,0.0,0
5227,1,1,1,111233.09,0
5228,3,0,2,0.0,0
5229,10,1,1,147737.63,0
5230,8,1,2,0.0,0
5231,5,1,2,125725.02,0
5232,6,0,3,128289.7,1
5233,5,0,1,0.0,1
5234,4,1,1,88826.07,1
5235,1,0,1,143443.61,1
5236,9,1,4,0.0,1
5237,2,0,2,0.0,0
5238,8,1,1,149134.46,0
5239,3,0,1,124119.54,0
5240,3,0,1,116822.7,0
5241,1,0,1,103219.47,0
5242,1,0,2,0.0,0
5243,0,1,1,81954.6,1
5244,10,0,1,95196.26,1
5245,5,1,2,0.0,0
5246,7,1,2,0.0,0
5247,2,1,2,136555.01,0
5248,5,1,1,0.0,0
5249,3,1,1,119452.03,0
5250,9,1,1,0.0,1
5251,9,1,2,69881.09,0
5252,5,1,2,0.0,0
5253,7,1,2,0.0,0
5254,9,0,2,0.0,0
5255,8,0,1,204223.03,0
5256,1,0,2,110314.21,1
5257,1,0,1,163760.82,1
5258,1,1,3,141069.18,0
5259,1,1,1,115934.74,0
5260,2,1,1,151457.88,0
5261,3,1,2,154206.07,0
5262,9,0,1,89928.99,0
5263,8,1,1,89182.09,0
5264,1,0,2,79706.25,0
5265,5,0,3,0.0,1
5266,5,0,2,0.0,0
5267,7,1,1,117799.28,0
5268,4,0,2,0.0,0
5269,1,0,2,0.0,0
5270,6,0,1,146422.22,1
5271,9,1,2,150186.22,0
5272,6,0,1,100275.88,1
5273,6,0,1,0.0,1
5274,9,0,1,147493.89,0
5275,8,0,2,0.0,0
5276,8,1,2,0.0,0
5277,4,1,2,121823.4,0
5278,1,1,2,0.0,0
5279,0,0,1,113688.63,1
5280,7,1,1,100471.34,0
5281,3,0,1,100032.52,1
5282,3,0,2,0.0,0
5283,8,0,1,116358.0,0
5284,4,1,1,163549.63,0
5285,3,1,1,99183.9,0
5286,1,1,1,131955.07,1
5287,1,0,1,134177.06,0
5288,1,0,2,0.0,0
5289,2,1,2,0.0,0
5290,5,1,1,0.0,0
5291,9,0,1,94348.94,1
5292,2,1,1,155584.21,0
5293,6,0,2,0.0,0
5294,10,1,2,0.0,0
5295,9,1,1,170661.47,0
5296,6,0,1,185544.36,0
5297,6,1,1,52831.13,1
5298,8,1,3,97750.07,1
5299,6,0,2,114007.5,0
5300,1,1,1,104308.77,0
5301,6,1,2,84719.13,0
5302,2,0,2,0.0,0
5303,9,1,1,140236.98,0
5304,9,1,2,0.0,0
5305,6,0,2,75302.85,0
5306,1,0,2,0.0,0
5307,9,1,1,104760.82,1
5308,7,0,1,0.0,1
5309,1,0,1,113693.0,0
5310,5,0,1,174180.39,0
5311,9,0,1,115766.26,1
5312,0,0,2,0.0,0
5313,8,0,2,0.0,0
5314,5,1,2,121215.9,0
5315,10,0,3,144677.19,1
5316,5,1,1,115350.63,0
5317,5,0,1,105683.63,0
5318,1,0,1,135179.49,0
5319,0,0,1,117551.23,0
5320,1,0,2,157404.02,0
5321,3,0,1,77910.23,0
5322,0,0,1,110942.9,0
5323,7,1,2,0.0,0
5324,5,1,1,179305.09,0
5325,5,1,2,150593.59,0
5326,0,1,1,123815.86,1
5327,6,1,2,0.0,1
5328,8,0,2,69385.17,0
5329,2,0,1,138032.15,0
5330,3,1,2,0.0,0
5331,9,1,1,0.0,0
5332,2,0,1,143500.82,1
5333,3,0,1,119670.18,0
5334,1,0,1,99106.73,0
5335,2,1,2,120135.55,0
5336,8,0,1,0.0,0
5337,4,1,1,120905.03,1
5338,5,0,3,0.0,1
5339,9,0,1,102277.52,1
5340,4,1,1,125292.53,1
5341,0,0,1,0.0,0
5342,4,0,1,101629.3,0
5343,1,1,1,171937.27,0
5344,7,0,2,0.0,0
5345,5,0,2,0.0,0
5346,6,0,2,0.0,0
5347,1,0,1,129743.75,0
5348,1,1,1,0.0,1
5349,3,0,1,151191.31,1
5350,3,1,2,102630.13,0
5351,9,1,2,114023.64,1
5352,2,1,1,124227.14,0
5353,1,1,2,0.0,0
5354,6,0,1,80285.16,1
5355,4,1,1,175477.15,0
5356,1,0,1,132144.35,0
5357,2,1,1,136911.07,1
5358,5,1,2,133299.67,0
5359,7,0,2,0.0,0
5360,1,1,1,117691.0,1
5361,10,0,2,0.0,0
5362,9,0,2,0.0,0
5363,1,1,2,133199.71,0
5364,5,1,3,135506.58,1
5365,2,1,2,127154.14,0
5366,2,1,2,0.0,0
5367,5,1,3,49508.79,0
5368,5,1,1,0.0,0
5369,3,0,1,75051.49,1
5370,8,0,1,123925.23,1
5371,6,1,2,0.0,1
5372,3,0,1,153819.58,1
5373,5,1,2,0.0,0
5374,6,1,2,0.0,0
5375,10,1,1,70417.79,0
5376,7,1,1,111484.88,0
5377,1,1,1,146343.98,0
5378,1,1,2,160541.0,0
5379,2,0,2,130274.26,0
5380,7,1,1,98993.02,0
5381,0,0,2,0.0,0
5382,9,1,2,141827.33,0
5383,6,1,1,110054.45,0
5384,4,1,2,0.0,0
5385,1,0,1,0.0,0
5386,6,1,1,98088.09,1
5387,9,0,4,118317.27,1
5388,10,0,2,0.0,0
5389,1,0,1,99774.5,1
5390,4,0,2,0.0,0
5391,1,0,3,0.0,1
5392,8,0,2,133806.54,0
5393,2,0,2,0.0,1
5394,8,1,2,124993.29,0
5395,0,1,1,157622.58,0
5396,5,1,1,126111.61,0
5397,9,1,2,161651.37,0
5398,7,0,2,142856.95,0
5399,3,1,1,111100.98,1
5400,8,1,1,102918.38,0
5401,5,0,2,0.0,0
5402,10,0,2,0.0,0
5403,4,0,2,0.0,0
5404,7,1,1,125265.61,0
5405,4,1,1,82500.28,0
5406,2,1,2,175754.87,0
5407,6,0,1,109387.33,0
5408,1,1,2,100443.36,0
5409,0,1,2,83102.72,0
5410,7,1,1,0.0,0
5411,4,0,2,0.0,0
5412,7,0,2,0.0,0
5413,2,0,1,115290.27,1
5414,6,0,2,0.0,0
5415,1,0,2,140197.71,0
5416,1,1,1,105245.34,0
5417,8,1,2,0.0,0
5418,1,1,2,0.0,0
5419,3,1,1,142296.13,0
5420,4,1,1,99097.33,1
5421,5,1,2,171069.39,0
5422,7,0,2,0.0,0
5423,1,1,1,102523.88,0
5424,6,1,2,0.0,0
5425,9,0,1,143391.07,1
5426,8,0,2,106022.73,0
5427,1,0,1,0.0,0
5428,3,1,2,128960.21,0
5429,2,0,2,0.0,0
5430,7,0,2,0.0,0
5431,7,0,2,0.0,0
5432,8,0,1,126442.59,0
5433,0,1,1,0.0,0
5434,2,0,1,127261.35,0
5435,5,0,2,0.0,0
5436,4,0,1,0.0,0
5437,2,0,2,0.0,0
5438,6,1,1,73481.05,0
5439,7,0,1,160515.37,0
5440,4,0,2,149525.34,0
5441,2,0,1,166522.78,1
5442,1,0,1,135536.5,0
5443,10,0,1,120481.69,1
5444,1,1,1,103421.32,0
5445,5,1,2,135658.73,0
5446,2,1,2,0.0,0
5447,8,0,2,191402.82,0
5448,9,1,1,94504.35,0
5449,5,1,1,126147.84,1
5450,7,1,1,0.0,0
5451,6,0,2,0.0,0
5452,4,0,2,87624.03,0
5453,1,0,2,153697.53,1
5454,4,0,2,0.0,0
5455,5,0,1,0.0,0
5456,9,0,1,116585.97,1
5457,9,0,2,134464.58,0
5458,10,1,1,83008.31,0
5459,2,0,1,113635.16,0
5460,7,0,2,0.0,0
5461,5,1,2,122552.48,0
5462,2,0,2,118899.45,0
5463,5,0,1,99713.87,0
5464,6,0,1,0.0,0
5465,2,1,1,134208.22,0
5466,1,0,3,85906.65,0
5467,3,1,1,137714.25,0
5468,1,1,1,160777.9,0
5469,5,1,2,0.0,0
5470,4,0,2,0.0,0
5471,1,1,2,102585.88,0
5472,10,0,2,102556.18,1
5473,4,1,1,126772.57,0
5474,3,1,1,158373.23,0
5475,9,0,2,0.0,0
5476,5,1,1,141927.1,0
5477,1,0,2,109876.82,1
5478,2,1,2,0.0,0
5479,9,1,2,111369.79,0
5480,3,0,1,116969.35,0
5481,8,0,2,136729.51,0
5482,1,1,1,152086.15,1
5483,2,0,2,0.0,0
5484,1,0,1,127289.28,0
5485,2,0,1,119852.01,1
5486,4,1,2,0.0,0
5487,5,1,2,0.0,0
5488,9,1,1,0.0,0
5489,7,1,1,117183.74,0
5490,8,1,1,129907.63,0
5491,2,1,2,0.0,0
5492,6,1,2,145387.32,1
5493,7,1,1,124616.23,0
5494,9,0,2,0.0,0
5495,8,0,1,95808.19,1
5496,10,0,2,0.0,0
5497,1,1,2,0.0,0
5498,8,0,1,117152.3,0
5499,3,0,1,106250.72,0
5500,8,1,2,111837.78,0
5501,9,1,1,97023.21,0
5502,8,0,1,137687.72,0
5503,3,1,1,113348.5,0
5504,10,1,1,122109.78,0
5505,2,0,2,120452.4,0
5506,7,1,2,0.0,0
5507,0,1,2,65812.35,0
5508,3,0,1,54428.37,1
5509,3,1,2,0.0,0
5510,9,0,2,0.0,0
5511,1,0,2,143279.58,1
5512,0,0,1,103846.65,0
5513,2,1,1,125190.86,0
5514,8,1,2,0.0,0
5515,6,0,1,38340.02,1
5516,2,1,2,123802.98,0
5517,3,1,1,96651.03,0
5518,8,0,2,0.0,0
5519,6,0,2,0.0,0
5520,1,0,1,133237.21,1
5521,6,1,1,142105.35,0
5522,1,0,1,166115.42,0
5523,6,0,2,81070.34,0
5524,4,1,1,0.0,0
5525,0,1,2,123835.52,0
5526,10,1,2,123401.43,0
5527,4,1,1,169377.31,0
5528,2,1,1,130015.24,0
5529,4,1,2,0.0,0
5530,8,0,2,133936.04,0
5531,6,1,1,114543.27,0
5532,3,0,1,119794.67,0
5533,9,1,2,0.0,0
5534,4,0,1,0.0,0
5535,8,1,2,0.0,0
5536,8,0,3,157138.99,1
5537,3,1,2,0.0,0
5538,10,1,1,136733.24,0
5539,9,0,2,82498.14,0
5540,3,0,1,151914.93,0
5541,0,0,1,80090.93,1
5542,3,1,1,83739.32,0
5543,2,1,1,181166.44,1
5544,3,1,1,130588.82,0
5545,6,0,2,0.0,0
5546,6,0,1,94126.67,0
5547,9,0,2,0.0,0
5548,7,0,1,148045.68,1
5549,2,0,2,0.0,0
5550,3,0,2,0.0,0
5551,6,1,1,168165.84,0
5552,10,0,2,72835.56,0
5553,3,0,2,0.0,0
5554,3,1,2,123212.08,0
5555,0,1,2,0.0,0
5556,6,1,2,0.0,0
5557,6,0,2,119501.88,0
5558,5,1,2,144550.83,0
5559,3,1,1,126729.41,1
5560,5,0,1,119984.07,1
5561,4,0,1,0.0,0
5562,2,1,1,0.0,1
5563,9,1,1,121490.05,0
5564,5,0,1,91897.8,0
5565,2,0,2,139443.75,0
5566,5,1,1,144961.97,0
5567,3,1,1,126041.02,0
5568,1,1,2,69459.05,0
5569,7,1,2,198338.77,0
5570,0,0,2,0.0,0
5571,2,0,3,109196.66,1
5572,3,0,3,134168.5,1
5573,6,1,1,0.0,0
5574,8,0,1,0.0,0
5575,9,1,2,0.0,0
5576,2,1,2,0.0,0
5577,4,0,1,120100.41,1
5578,5,1,1,0.0,0
5579,5,0,2,0.0,0
5580,8,0,2,0.0,0
5581,2,0,2,0.0,0
5582,5,1,2,0.0,0
5583,3,0,1,0.0,0
5584,8,1,2,0.0,0
5585,9,0,2,0.0,0
5586,2,1,2,135559.8,0
5587,2,1,2,150355.35,0
5588,1,1,2,0.0,0
5589,6,1,2,133489.12,0
5590,9,0,1,105489.31,1
5591,10,0,2,60205.2,0
5592,5,0,2,0.0,0
5593,6,0,2,0.0,0
5594,7,0,1,0.0,1
5595,6,1,1,0.0,0
5596,4,1,1,0.0,0
5597,9,1,3,0.0,1
5598,6,1,1,112333.63,0
5599,7,1,1,116936.81,0
5600,5,1,1,117721.02,1
5601,7,1,2,165896.22,0
5602,9,0,1,153656.85,0
5603,1,1,1,94164.0,0
5604,1,0,2,0.0,0
5605,0,0,1,191808.73,0
5606,5,1,1,152199.33,0
5607,8,0,1,125396.24,1
5608,7,0,3,104405.54,0
5609,1,1,1,133801.49,0
5610,4,0,3,0.0,0
5611,5,0,2,0.0,0
5612,6,0,1,100047.33,0
5613,1,1,1,109848.6,0
5614,7,0,1,127849.38,0
5615,3,1,2,0.0,0
5616,8,0,1,95947.76,0
5617,2,1,2,0.0,0
5618,4,0,1,137638.69,1
5619,10,1,1,0.0,0
5620,7,1,2,0.0,0
5621,6,0,2,0.0,0
5622,4,0,2,0.0,0
5623,10,0,1,89416.99,0
5624,6,1,2,0.0,0
5625,1,0,1,0.0,0
5626,7,1,1,143262.04,0
5627,7,1,2,119656.45,0
5628,4,1,1,132954.64,0
5629,3,1,2,105206.7,0
5630,4,0,2,0.0,0
5631,9,0,2,83061.26,0
5632,5,1,1,147650.68,0
5633,5,0,1,73348.56,1
5634,2,0,2,0.0,0
5635,2,0,2,0.0,0
5636,1,1,1,116320.68,0
5637,3,1,2,0.0,0
5638,8,1,2,0.0,0
5639,7,0,2,0.0,0
5640,8,1,1,66250.71,0
5641,2,0,2,95675.62,1
5642,2,0,2,92616.64,0
5643,4,0,1,0.0,0
5644,6,1,1,0.0,1
5645,8,1,1,100565.94,0
5646,5,0,1,190305.78,1
5647,9,0,1,118536.4,1
5648,5,1,1,127649.64,0
5649,7,1,1,165358.77,0
5650,6,1,2,0.0,0
5651,10,0,1,78249.53,0
5652,0,1,1,125193.96,0
5653,9,0,2,0.0,0
5654,2,0,1,154007.21,0
5655,3,1,2,133214.88,0
5656,1,1,1,146202.93,1
5657,9,0,2,0.0,0
5658,0,1,1,90963.49,0
5659,9,0,1,0.0,1
5660,2,0,1,0.0,1
5661,4,1,1,114386.85,0
5662,5,0,2,0.0,0
5663,7,1,2,0.0,0
5664,2,0,2,0.0,0
5665,4,1,1,137260.78,1
5666,9,0,2,111060.05,0
5667,7,1,1,124447.73,1
5668,8,1,2,0.0,0
5669,7,1,1,0.0,1
5670,7,1,2,135310.41,0
5671,8,0,2,0.0,0
5672,6,1,2,0.0,0
5673,5,0,2,0.0,0
5674,5,0,2,139393.19,0
5675,8,0,2,0.0,0
5676,3,1,1,104258.8,0
5677,6,1,2,0.0,0
5678,9,0,1,113447.01,0
5679,9,0,2,0.0,0
5680,4,0,2,111063.73,0
5681,6,0,1,161378.02,1
5682,2,1,1,82766.43,0
5683,9,0,2,0.0,0
5684,1,0,1,104267.7,1
5685,3,0,1,91718.8,0
5686,3,1,1,63488.7,1
5687,6,0,1,12459.19,1
5688,6,1,2,159863.9,0
5689,6,0,2,104592.55,0
5690,4,1,1,132088.59,0
5691,4,0,2,0.0,0
5692,5,0,1,120654.68,0
5693,6,0,2,0.0,0
5694,4,1,1,83772.95,0
5695,6,1,1,172325.67,0
5696,7,1,2,117685.31,0
5697,7,1,2,0.0,0
5698,5,0,2,0.0,0
5699,9,1,2,0.0,0
5700,6,1,1,135871.5,0
5701,3,1,4,0.0,1
5702,4,0,1,128504.76,1
5703,7,0,2,0.0,0
5704,8,0,1,56228.25,0
5705,6,0,1,98792.4,1
5706,5,1,2,181768.32,0
5707,9,1,1,101198.01,0
5708,9,1,2,0.0,0
5709,3,1,2,0.0,0
5710,9,0,1,0.0,0
5711,5,0,2,139064.06,0
5712,2,1,1,104508.1,0
5713,9,0,1,113948.58,1
5714,10,1,2,0.0,0
5715,10,1,2,0.0,0
5716,9,1,2,0.0,0
5717,1,1,2,117524.72,0
5718,5,1,1,160389.82,0
5719,7,0,2,0.0,0
5720,1,0,1,125547.53,0
5721,6,1,1,92783.68,0
5722,5,0,2,97036.22,1
5723,3,0,2,0.0,0
5724,6,1,2,0.0,0
5725,5,1,1,102145.13,0
5726,1,0,1,113452.66,0
5727,8,0,1,155681.72,0
5728,8,0,1,127475.24,1
5729,10,1,2,0.0,0
5730,10,1,1,112751.13,0
5731,4,1,2,0.0,0
5732,7,1,1,144889.18,1
5733,8,1,2,0.0,0
5734,7,0,1,150126.44,1
5735,8,1,1,69712.74,0
5736,4,1,2,0.0,0
5737,3,0,2,0.0,0
5738,2,1,2,117438.92,0
5739,8,0,1,119315.75,0
5740,1,1,1,89571.59,0
5741,8,0,1,102251.57,0
5742,9,1,1,118546.71,0
5743,2,1,1,0.0,1
5744,0,0,1,103257.14,0
5745,1,1,1,124209.02,0
5746,3,1,2,0.0,0
5747,7,1,1,150302.84,0
5748,8,1,1,108653.93,0
5749,8,0,1,85325.93,0
5750,8,0,2,0.0,0
5751,9,0,3,135776.36,1
5752,6,1,1,131411.24,0
5753,3,1,2,0.0,0
5754,6,0,2,0.0,0
5755,9,1,2,106431.97,0
5756,9,1,1,90305.76,0
5757,7,1,2,117466.03,0
5758,3,1,2,148884.47,0
5759,4,0,2,91115.76,1
5760,8,1,2,77373.87,0
5761,7,0,1,104744.89,0
5762,3,1,2,0.0,0
5763,5,1,1,91538.51,0
5764,6,1,2,0.0,0
5765,0,1,1,185734.75,0
5766,3,1,2,143396.54,0
5767,5,1,1,125909.85,0
5768,2,0,2,0.0,0
5769,2,1,1,154525.7,0
5770,0,0,1,0.0,0
5771,8,0,1,100654.8,0
5772,1,1,1,83325.77,0
5773,8,0,1,110934.54,0
5774,8,0,1,113680.54,0
5775,1,0,2,117020.08,0
5776,9,0,1,145359.99,0
5777,8,0,1,151391.68,1
5778,8,1,1,123935.35,0
5779,0,0,2,0.0,0
5780,2,1,1,70291.02,1
5781,10,0,1,166031.45,0
5782,6,0,1,96643.32,0
5783,8,1,2,0.0,0
5784,7,1,2,0.0,0
5785,2,1,2,0.0,0
5786,4,1,2,0.0,0
5787,5,0,2,0.0,0
5788,4,0,2,97268.1,0
5789,10,0,2,0.0,1
5790,1,0,1,76296.81,1
5791,7,0,2,0.0,0
5792,6,1,3,64497.94,1
5793,5,0,1,0.0,0
5794,8,0,2,0.0,0
5795,5,1,2,0.0,0
5796,8,0,2,0.0,0
5797,4,1,2,0.0,0
5798,10,0,2,0.0,0
5799,0,1,1,134249.7,0
5800,3,1,1,0.0,1
5801,9,1,1,105443.68,0
5802,1,1,1,0.0,1
5803,10,0,2,0.0,0
5804,2,0,2,0.0,0
5805,5,0,2,86147.46,1
