credit_profile_key,credit_card_ownership,credit_score,credit_card_type
5035,1,631,DIAMOND
5036,1,657,PLATINUM
5037,0,699,SILVER
5038,1,606,SILVER
5039,0,612,DIAMOND
5040,1,660,SILVER
5041,0,829,SILVER
5042,1,567,GOLD
5043,1,850,SILVER
5044,0,712,PLATINUM
5045,0,562,GOLD
5046,1,755,SILVER
5047,0,793,SILVER
5048,1,471,GOLD
5049,1,707,GOLD
5050,0,784,PLATINUM
5051,1,703,DIAMOND
5052,1,704,DIAMOND
5053,0,662,GOLD
5054,0,636,DIAMOND
5055,0,640,SILVER
5056,1,739,GOLD
5057,0,767,DIAMOND
5058,1,753,DIAMOND
5059,0,714,SILVER
5060,1,707,GOLD
5061,1,577,PLATINUM
5062,1,633,SILVER
5063,1,849,PLATINUM
5064,0,614,PLATINUM
5065,1,558,PLATINUM
5066,1,832,SILVER
5067,1,567,PLATINUM
5068,1,587,SILVER
5069,1,712,GOLD
5070,0,655,DIAMOND
5071,0,641,PLATINUM
5072,1,676,DIAMOND
5073,0,472,SILVER
5074,0,644,DIAMOND
5075,0,598,DIAMOND
5076,1,792,PLATINUM
5077,1,700,DIAMOND
5078,1,616,SILVER
5079,1,743,DIAMOND
5080,1,427,PLATINUM
5081,1,731,SILVER
5082,1,610,PLATINUM
5083,0,724,SILVER
5084,1,653,SILVER
5085,1,774,SILVER
5086,1,547,DIAMOND
5087,0,719,PLATINUM
5088,1,740,PLATINUM
5089,1,543,DIAMOND
5090,0,688,PLATINUM
5091,0,474,PLATINUM
5092,1,505,SILVER
5093,1,688,GOLD
5094,1,650,PLATINUM
5095,1,610,PLATINUM
5096,0,705,GOLD
5097,0,669,DIAMOND
5098,1,650,PLATINUM
5099,1,550,SILVER
5100,0,595,PLATINUM
5101,1,572,SILVER
5102,1,622,PLATINUM
5103,0,662,DIAMOND
5104,1,783,SILVER
5105,0,714,DIAMOND
5106,1,671,PLATINUM
5107,1,600,PLATINUM
5108,1,847,GOLD
5109,1,650,GOLD
5110,1,710,GOLD
5111,1,682,DIAMOND
5112,0,642,GOLD
5113,1,536,PLATINUM
5114,1,754,DIAMOND
5115,0,678,PLATINUM
5116,1,533,SILVER
5117,1,741,GOLD
5118,0,757,GOLD
5119,1,721,SILVER
5120,1,700,SILVER
5121,1,663,SILVER
5122,0,677,SILVER
5123,1,655,DIAMOND
5124,0,832,GOLD
5125,1,721,GOLD
5126,0,542,DIAMOND
5127,0,654,SILVER
5128,0,821,PLATINUM
5129,0,508,DIAMOND
5130,1,588,PLATINUM
5131,0,691,GOLD
5132,1,664,PLATINUM
5133,1,439,SILVER
5134,0,479,GOLD
5135,1,850,SILVER
5136,0,518,PLATINUM
5137,1,717,SILVER
5138,1,698,GOLD
5139,0,850,GOLD
5140,1,700,GOLD
5141,0,626,PLATINUM
5142,1,774,DIAMOND
5143,0,719,GOLD
5144,1,646,DIAMOND
5145,1,485,PLATINUM
5146,1,784,PLATINUM
5147,0,850,SILVER
5148,1,669,DIAMOND
5149,1,731,DIAMOND
5150,0,721,SILVER
5151,1,515,PLATINUM
5152,1,774,DIAMOND
5153,1,585,SILVER
5154,1,695,DIAMOND
5155,0,729,GOLD
5156,0,713,SILVER
5157,0,555,PLATINUM
5158,1,699,SILVER
5159,1,587,GOLD
5160,1,762,DIAMOND
5161,1,510,SILVER
5162,0,842,SILVER
5163,1,608,SILVER
5164,1,850,SILVER
5165,1,642,PLATINUM
5166,0,850,PLATINUM
5167,1,455,PLATINUM
5168,1,726,DIAMOND
5169,1,544,DIAMOND
5170,1,651,DIAMOND
5171,1,814,SILVER
5172,1,537,SILVER
5173,1,553,SILVER
5174,1,800,DIAMOND
5175,1,791,DIAMOND
5176,1,699,SILVER
5177,1,756,SILVER
5178,0,591,SILVER
5179,0,850,GOLD
5180,1,760,SILVER
5181,0,569,PLATINUM
5182,1,661,SILVER
5183,1,670,PLATINUM
5184,0,694,PLATINUM
5185,1,728,SILVER
5186,1,764,GOLD
5187,1,639,GOLD
5188,0,683,PLATINUM
5189,1,663,DIAMOND
5190,0,826,GOLD
5191,1,735,PLATINUM
5192,1,682,PLATINUM
5193,1,663,SILVER
5194,1,562,DIAMOND
5195,0,696,GOLD
5196,1,850,PLATINUM
5197,1,719,GOLD
5198,0,804,SILVER
5199,0,604,PLATINUM
5200,1,782,DIAMOND
5201,1,512,PLATINUM
5202,1,569,PLATINUM
5203,1,597,SILVER
5204,1,753,DIAMOND
5205,1,430,GOLD
5206,1,756,GOLD
5207,1,493,SILVER
5208,1,777,SILVER
5209,1,779,GOLD
5210,1,702,GOLD
5211,0,551,DIAMOND
5212,1,749,SILVER
5213,0,742,DIAMOND
5214,1,752,PLATINUM
5215,1,740,SILVER
5216,0,576,SILVER
5217,1,637,GOLD
5218,1,724,DIAMOND
5219,1,685,DIAMOND
5220,1,625,DIAMOND
5221,1,571,PLATINUM
5222,1,584,DIAMOND
5223,1,550,DIAMOND
5224,0,662,DIAMOND
5225,1,803,SILVER
5226,1,615,PLATINUM
5227,1,481,PLATINUM
5228,1,701,PLATINUM
5229,0,751,PLATINUM
5230,1,675,PLATINUM
5231,1,733,DIAMOND
5232,1,822,DIAMOND
5233,1,559,DIAMOND
5234,1,731,DIAMOND
5235,1,678,PLATINUM
5236,1,645,GOLD
5237,1,701,PLATINUM
5238,1,554,SILVER
5239,1,723,PLATINUM
5240,0,766,PLATINUM
5241,1,597,GOLD
5242,0,574,SILVER
5243,1,655,SILVER
5244,1,780,PLATINUM
5245,1,672,GOLD
5246,1,717,SILVER
5247,1,521,DIAMOND
5248,1,633,SILVER
5249,1,669,DIAMOND
5250,0,740,DIAMOND
5251,0,462,SILVER
5252,1,619,SILVER
5253,1,665,GOLD
5254,0,655,DIAMOND
5255,1,463,SILVER
5256,1,799,GOLD
5257,0,713,DIAMOND
5258,1,807,DIAMOND
5259,1,728,GOLD
5260,0,582,DIAMOND
5261,1,704,PLATINUM
5262,1,714,DIAMOND
5263,1,628,GOLD
5264,1,809,DIAMOND
5265,0,547,DIAMOND
5266,1,560,DIAMOND
5267,1,811,SILVER
5268,1,584,SILVER
5269,0,691,GOLD
5270,1,680,GOLD
5271,1,588,SILVER
5272,1,721,GOLD
5273,1,850,DIAMOND
5274,1,529,PLATINUM
5275,1,622,GOLD
5276,0,683,PLATINUM
5277,1,575,PLATINUM
5278,1,577,GOLD
5279,1,510,SILVER
5280,1,652,GOLD
5281,1,569,DIAMOND
5282,0,687,PLATINUM
5283,1,822,DIAMOND
5284,0,656,DIAMOND
5285,1,745,SILVER
5286,1,386,GOLD
5287,0,684,PLATINUM
5288,1,635,GOLD
5289,1,582,GOLD
5290,1,613,SILVER
5291,1,795,PLATINUM
5292,0,659,PLATINUM
5293,1,745,SILVER
5294,1,604,DIAMOND
5295,1,509,SILVER
5296,1,706,GOLD
5297,1,619,SILVER
5298,1,572,PLATINUM
5299,1,695,DIAMOND
5300,1,543,DIAMOND
5301,1,640,SILVER
5302,1,672,DIAMOND
5303,0,701,PLATINUM
5304,1,634,GOLD
5305,0,531,PLATINUM
5306,1,699,PLATINUM
5307,1,605,PLATINUM
5308,1,534,DIAMOND
5309,0,449,GOLD
5310,1,684,DIAMOND
5311,0,622,PLATINUM
5312,1,714,SILVER
5313,1,712,SILVER
5314,1,783,GOLD
5315,1,743,GOLD
5316,1,683,DIAMOND
5317,1,654,DIAMOND
5318,1,700,SILVER
5319,1,744,PLATINUM
5320,1,645,DIAMOND
5321,1,525,SILVER
5322,0,732,SILVER
5323,1,721,PLATINUM
5324,1,622,GOLD
5325,1,654,DIAMOND
5326,1,529,DIAMOND
5327,1,720,DIAMOND
5328,1,850,SILVER
5329,1,667,GOLD
5330,1,620,PLATINUM
5331,1,616,PLATINUM
5332,1,637,DIAMOND
5333,1,710,DIAMOND
5334,0,717,GOLD
5335,1,786,PLATINUM
5336,1,651,DIAMOND
5337,0,530,DIAMOND
5338,0,815,SILVER
5339,0,715,SILVER
5340,1,496,DIAMOND
5341,1,680,DIAMOND
5342,0,646,SILVER
5343,1,807,SILVER
5344,1,727,PLATINUM
5345,1,787,DIAMOND
5346,0,806,SILVER
5347,1,603,PLATINUM
5348,0,649,SILVER
5349,1,547,SILVER
5350,1,684,DIAMOND
5351,1,477,GOLD
5352,1,558,SILVER
5353,1,695,GOLD
5354,1,592,DIAMOND
5355,1,789,DIAMOND
5356,1,597,DIAMOND
5357,1,839,DIAMOND
5358,1,405,SILVER
5359,1,658,DIAMOND
5360,1,684,DIAMOND
5361,1,633,DIAMOND
5362,1,589,GOLD
5363,1,750,PLATINUM
5364,1,771,SILVER
5365,0,812,SILVER
5366,1,539,GOLD
5367,1,670,PLATINUM
5368,1,673,PLATINUM
5369,0,538,GOLD
5370,0,575,PLATINUM
5371,0,682,DIAMOND
5372,1,712,GOLD
5373,1,598,SILVER
5374,0,776,GOLD
5375,0,606,DIAMOND
5376,1,686,DIAMOND
5377,0,850,GOLD
5378,1,642,SILVER
5379,1,606,GOLD
5380,1,627,DIAMOND
5381,1,850,SILVER
5382,1,850,PLATINUM
5383,1,724,SILVER
5384,1,579,DIAMOND
5385,1,727,DIAMOND
5386,0,813,GOLD
5387,0,642,DIAMOND
5388,1,669,PLATINUM
5389,0,574,SILVER
5390,0,774,GOLD
5391,0,735,SILVER
5392,1,639,PLATINUM
5393,1,738,PLATINUM
5394,1,835,PLATINUM
5395,1,637,PLATINUM
5396,0,589,GOLD
5397,1,591,SILVER
5398,0,723,PLATINUM
5399,1,831,GOLD
5400,1,733,PLATINUM
5401,1,731,SILVER
5402,1,654,PLATINUM
5403,1,828,PLATINUM
5404,1,590,PLATINUM
5405,1,657,SILVER
5406,1,531,DIAMOND
5407,0,516,PLATINUM
5408,0,561,GOLD
5409,1,682,DIAMOND
5410,1,575,PLATINUM
5411,1,623,GOLD
5412,1,642,PLATINUM
5413,0,779,SILVER
5414,1,671,DIAMOND
5415,1,495,PLATINUM
5416,0,850,PLATINUM
5417,0,630,PLATINUM
5418,1,588,PLATINUM
5419,0,562,DIAMOND
5420,1,740,PLATINUM
5421,1,695,SILVER
5422,0,589,DIAMOND
5423,1,607,GOLD
5424,1,794,GOLD
5425,0,580,GOLD
5426,0,644,DIAMOND
5427,1,636,DIAMOND
5428,1,599,DIAMOND
5429,1,507,DIAMOND
5430,1,682,GOLD
5431,1,714,GOLD
5432,1,696,SILVER
5433,1,599,SILVER
5434,1,577,SILVER
5435,1,733,GOLD
5436,1,647,GOLD
5437,0,831,GOLD
5438,1,543,GOLD
5439,1,679,DIAMOND
5440,1,713,SILVER
5441,0,690,DIAMOND
5442,1,751,GOLD
5443,0,613,DIAMOND
5444,0,701,PLATINUM
5445,0,698,SILVER
5446,1,451,GOLD
5447,1,665,SILVER
5448,0,726,GOLD
5449,0,608,DIAMOND
5450,1,549,DIAMOND
5451,1,803,SILVER
5452,1,663,PLATINUM
5453,0,558,SILVER
5454,0,714,GOLD
5455,1,704,GOLD
5456,1,805,GOLD
5457,1,659,SILVER
5458,1,738,GOLD
5459,1,635,SILVER
5460,1,530,SILVER
5461,0,661,DIAMOND
5462,0,531,DIAMOND
5463,0,694,DIAMOND
5464,0,731,PLATINUM
5465,0,556,GOLD
5466,1,647,SILVER
5467,0,850,DIAMOND
5468,1,573,PLATINUM
5469,1,591,GOLD
5470,0,723,SILVER
5471,1,617,SILVER
5472,1,704,SILVER
5473,0,457,DIAMOND
5474,1,787,PLATINUM
5475,1,651,SILVER
5476,1,612,GOLD
5477,1,828,SILVER
5478,1,724,GOLD
5479,1,648,PLATINUM
5480,0,569,GOLD
5481,0,765,DIAMOND
5482,0,577,PLATINUM
5483,1,603,DIAMOND
5484,0,568,GOLD
5485,0,748,PLATINUM
5486,1,573,PLATINUM
5487,0,771,DIAMOND
5488,1,763,SILVER
5489,1,410,SILVER
5490,0,728,GOLD
5491,0,655,SILVER
5492,1,580,DIAMOND
5493,1,712,PLATINUM
5494,1,680,DIAMOND
5495,0,383,SILVER
5496,1,721,DIAMOND
5497,0,620,PLATINUM
5498,0,774,GOLD
5499,0,563,SILVER
5500,1,850,GOLD
5501,1,681,SILVER
5502,1,631,GOLD
5503,1,614,PLATINUM
5504,1,704,PLATINUM
5505,0,786,GOLD
5506,1,534,PLATINUM
5507,0,590,PLATINUM
5508,1,583,PLATINUM
5509,1,656,DIAMOND
5510,1,597,PLATINUM
5511,1,588,PLATINUM
5512,1,667,DIAMOND
5513,0,627,DIAMOND
5514,0,708,PLATINUM
5515,1,641,DIAMOND
5516,1,527,PLATINUM
5517,1,592,GOLD
5518,1,465,DIAMOND
5519,0,628,PLATINUM
5520,1,678,GOLD
5521,1,570,SILVER
5522,1,815,PLATINUM
5523,1,817,PLATINUM
5524,1,717,DIAMOND
5525,0,641,SILVER
5526,1,624,SILVER
5527,1,579,PLATINUM
5528,1,698,GOLD
5529,0,645,PLATINUM
5530,1,691,SILVER
5531,1,638,DIAMOND
5532,0,705,GOLD
5533,1,720,PLATINUM
5534,1,553,GOLD
5535,0,658,DIAMOND
5536,1,648,PLATINUM
5537,1,636,GOLD
5538,1,527,DIAMOND
5539,0,717,GOLD
5540,0,614,PLATINUM
5541,1,737,SILVER
5542,0,587,GOLD
5543,1,682,PLATINUM
5544,1,710,GOLD
5545,1,507,DIAMOND
5546,0,609,PLATINUM
5547,1,786,SILVER
5548,1,688,DIAMOND
5549,1,710,DIAMOND
5550,1,779,DIAMOND
5551,0,733,SILVER
5552,1,583,DIAMOND
5553,1,627,DIAMOND
5554,1,666,PLATINUM
5555,1,620,PLATINUM
5556,1,614,SILVER
5557,1,606,SILVER
5558,1,700,DIAMOND
5559,1,677,SILVER
5560,1,850,GOLD
5561,1,564,SILVER
5562,1,771,GOLD
5563,1,620,PLATINUM
5564,1,610,SILVER
5565,1,609,SILVER
5566,0,683,SILVER
5567,0,633,GOLD
5568,1,676,DIAMOND
5569,1,693,DIAMOND
5570,1,709,GOLD
5571,1,569,DIAMOND
5572,1,684,DIAMOND
5573,1,565,GOLD
5574,1,681,GOLD
5575,1,503,SILVER
5576,1,656,SILVER
5577,1,566,PLATINUM
5578,1,592,PLATINUM
5579,1,687,PLATINUM
5580,0,686,GOLD
5581,1,616,GOLD
5582,1,494,GOLD
5583,0,534,PLATINUM
5584,0,695,DIAMOND
5585,1,579,GOLD
5586,1,432,PLATINUM
5587,1,816,GOLD
5588,1,730,SILVER
5589,1,593,DIAMOND
5590,0,715,GOLD
5591,1,775,GOLD
5592,1,539,PLATINUM
5593,0,576,GOLD
5594,1,617,PLATINUM
5595,1,688,GOLD
5596,0,608,PLATINUM
5597,0,597,DIAMOND
5598,1,670,PLATINUM
5599,1,616,PLATINUM
5600,0,579,SILVER
5601,1,786,GOLD
5602,1,704,PLATINUM
5603,1,796,DIAMOND
5604,1,598,GOLD
5605,0,602,DIAMOND
5606,1,619,SILVER
5607,1,492,DIAMOND
5608,1,641,SILVER
5609,1,518,DIAMOND
5610,1,623,PLATINUM
5611,0,733,SILVER
5612,1,625,GOLD
5613,1,759,SILVER
5614,1,604,PLATINUM
5615,1,512,PLATINUM
5616,1,520,GOLD
5617,1,805,SILVER
5618,1,626,GOLD
5619,1,656,SILVER
5620,1,785,SILVER
5621,0,553,SILVER
5622,0,569,SILVER
5623,0,670,SILVER
5624,1,586,DIAMOND
5625,1,617,DIAMOND
5626,1,508,GOLD
5627,1,624,DIAMOND
5628,1,654,SILVER
5629,1,681,GOLD
5630,0,578,GOLD
5631,1,621,DIAMOND
5632,1,632,SILVER
5633,1,644,GOLD
5634,1,821,DIAMOND
5635,0,754,SILVER
5636,0,568,DIAMOND
5637,0,584,SILVER
5638,1,549,GOLD
5639,0,729,DIAMOND
5640,1,523,SILVER
5641,0,477,PLATINUM
5642,1,675,DIAMOND
5643,1,782,PLATINUM
5644,1,616,DIAMOND
5645,1,738,DIAMOND
5646,1,717,SILVER
5647,1,526,DIAMOND
5648,1,660,GOLD
5649,0,525,DIAMOND
5650,1,629,PLATINUM
5651,1,616,SILVER
5652,1,521,GOLD
5653,0,691,GOLD
5654,1,687,SILVER
5655,1,677,DIAMOND
5656,1,695,DIAMOND
5657,1,663,DIAMOND
5658,0,496,DIAMOND
5659,1,747,PLATINUM
5660,1,546,SILVER
5661,1,706,DIAMOND
5662,1,472,SILVER
5663,0,703,GOLD
5664,1,850,SILVER
5665,0,667,DIAMOND
5666,1,559,PLATINUM
5667,1,636,DIAMOND
5668,1,672,SILVER
5669,0,667,DIAMOND
5670,0,648,DIAMOND
5671,1,497,GOLD
5672,0,743,GOLD
5673,1,619,DIAMOND
5674,0,639,DIAMOND
5675,0,540,SILVER
5676,1,766,SILVER
5677,0,749,GOLD
5678,1,655,DIAMOND
5679,1,630,PLATINUM
5680,1,778,GOLD
5681,0,757,DIAMOND
5682,1,529,GOLD
5683,1,620,PLATINUM
5684,1,615,GOLD
5685,0,735,PLATINUM
5686,0,705,DIAMOND
5687,0,644,PLATINUM
5688,0,505,GOLD
5689,1,471,DIAMOND
5690,1,722,DIAMOND
5691,1,577,GOLD
5692,1,744,DIAMOND
5693,1,573,PLATINUM
5694,0,653,SILVER
5695,0,660,PLATINUM
5696,1,787,SILVER
5697,0,617,PLATINUM
5698,0,567,GOLD
5699,1,682,SILVER
5700,1,684,DIAMOND
5701,1,447,SILVER
5702,1,625,SILVER
5703,1,585,SILVER
5704,1,516,DIAMOND
5705,1,732,GOLD
5706,1,628,SILVER
5707,1,682,GOLD
5708,0,746,SILVER
5709,1,655,PLATINUM
5710,1,644,DIAMOND
5711,0,778,SILVER
5712,1,617,PLATINUM
5713,1,660,PLATINUM
5714,0,537,PLATINUM
5715,1,554,DIAMOND
5716,0,806,SILVER
5717,0,611,DIAMOND
5718,0,665,GOLD
5719,1,648,PLATINUM
5720,0,692,SILVER
5721,1,507,DIAMOND
5722,1,696,PLATINUM
5723,0,681,GOLD
5724,1,687,SILVER
5725,1,641,DIAMOND
5726,0,507,SILVER
5727,1,688,SILVER
5728,0,535,SILVER
5729,1,701,PLATINUM
5730,1,488,PLATINUM
5731,1,539,SILVER
5732,1,674,SILVER
5733,1,538,DIAMOND
5734,1,829,SILVER
5735,1,768,SILVER
5736,0,585,DIAMOND
5737,0,581,PLATINUM
5738,1,682,PLATINUM
5739,1,653,SILVER
5740,1,712,PLATINUM
5741,1,620,SILVER
5742,0,709,GOLD
5743,0,832,DIAMOND
5744,0,635,PLATINUM
5745,1,749,PLATINUM
5746,1,629,SILVER
5747,1,836,DIAMOND
5748,0,542,SILVER
5749,0,645,DIAMOND
5750,0,844,PLATINUM
5751,1,747,PLATINUM
5752,1,645,SILVER
5753,1,752,GOLD
5754,0,760,SILVER
5755,1,714,DIAMOND
5756,1,717,GOLD
5757,1,645,DIAMOND
5758,1,681,DIAMOND
5759,0,681,SILVER
5760,0,679,GOLD
5761,1,528,GOLD
5762,1,710,SILVER
5763,1,733,PLATINUM
5764,1,724,PLATINUM
5765,1,726,SILVER
5766,1,520,DIAMOND
5767,1,556,SILVER
5768,0,579,SILVER
5769,0,674,PLATINUM
5770,1,570,SILVER
5771,1,631,SILVER
5772,0,623,DIAMOND
5773,1,665,PLATINUM
5774,0,523,PLATINUM
5775,1,706,GOLD
5776,1,619,DIAMOND
5777,1,593,SILVER
5778,1,608,PLATINUM
5779,1,526,PLATINUM
5780,1,684,DIAMOND
5781,1,604,DIAMOND
5782,0,636,DIAMOND
5783,0,669,PLATINUM
5784,1,624,GOLD
5785,1,631,PLATINUM
5786,0,753,DIAMOND
5787,0,588,GOLD
5788,1,729,GOLD
5789,0,602,DIAMOND
5790,1,689,GOLD
5791,1,486,SILVER
5792,0,809,PLATINUM
5793,1,562,PLATINUM
5794,1,763,GOLD
5795,1,669,GOLD
5796,1,709,GOLD
5797,1,554,PLATINUM
5798,0,699,DIAMOND
5799,0,732,PLATINUM
5800,1,625,GOLD
5801,1,599,DIAMOND
5802,0,584,SILVER
5803,1,499,GOLD
5804,0,526,SILVER
5805,1,625,GOLD
5806,1,537,PLATINUM
5807,1,696,SILVER
5808,1,679,SILVER
5809,1,684,SILVER
5810,1,850,GOLD
5811,0,495,GOLD
5812,0,537,GOLD
5813,0,850,GOLD
5814,1,513,DIAMOND
5815,1,618,SILVER
5816,0,802,PLATINUM
5817,0,547,DIAMOND
5818,0,613,GOLD
5819,1,592,GOLD
5820,1,546,GOLD
5821,0,721,GOLD
5822,1,671,SILVER
5823,1,624,PLATINUM
5824,1,751,SILVER
5825,1,636,DIAMOND
5826,1,607,GOLD
5827,1,509,SILVER
5828,1,653,GOLD
5829,1,709,PLATINUM
5830,1,559,PLATINUM
5831,1,684,SILVER
5832,1,635,DIAMOND
5833,0,709,DIAMOND
5834,1,656,GOLD
5835,1,793,DIAMOND
5836,1,609,PLATINUM
5837,1,618,SILVER
5838,1,850,SILVER
5839,0,669,DIAMOND
5840,1,594,DIAMOND
5841,1,616,GOLD
5842,1,676,PLATINUM
5843,0,608,SILVER
5844,1,710,SILVER
5845,1,695,GOLD
5846,0,530,SILVER
5847,1,509,DIAMOND
5848,0,517,SILVER
5849,1,758,DIAMOND
5850,0,665,GOLD
5851,1,631,GOLD
5852,0,576,PLATINUM
5853,0,544,SILVER
5854,1,596,GOLD
5855,1,481,PLATINUM
5856,1,498,GOLD
5857,1,512,SILVER
5858,1,594,SILVER
5859,1,570,GOLD
5860,0,721,GOLD
5861,1,453,DIAMOND
5862,1,562,DIAMOND
5863,1,682,SILVER
5864,0,748,GOLD
5865,0,729,GOLD
5866,1,663,DIAMOND
5867,0,735,DIAMOND
5868,1,627,DIAMOND
5869,1,713,GOLD
5870,0,562,SILVER
5871,1,632,SILVER
5872,0,479,PLATINUM
5873,0,658,SILVER
5874,1,598,DIAMOND
5875,1,597,GOLD
5876,1,512,GOLD
5877,1,704,SILVER
5878,0,474,PLATINUM
5879,1,604,DIAMOND
5880,1,683,GOLD
5881,1,537,SILVER
5882,0,794,PLATINUM
5883,0,732,PLATINUM
5884,1,495,PLATINUM
5885,1,552,PLATINUM
5886,1,602,SILVER
5887,0,607,DIAMOND
5888,1,675,GOLD
5889,1,443,DIAMOND
5890,0,727,DIAMOND
5891,1,482,PLATINUM
5892,1,686,DIAMOND
5893,1,588,GOLD
5894,0,605,GOLD
5895,1,583,DIAMOND
5896,1,738,SILVER
5897,1,744,PLATINUM
5898,1,781,SILVER
5899,1,699,GOLD
5900,0,639,PLATINUM
5901,1,583,DIAMOND
5902,0,587,PLATINUM
5903,1,694,PLATINUM
5904,1,570,SILVER
5905,1,692,DIAMOND
5906,1,511,SILVER
5907,0,788,SILVER
5908,1,526,PLATINUM
5909,1,749,PLATINUM
5910,1,691,DIAMOND
5911,1,481,GOLD
5912,1,752,SILVER
5913,0,658,SILVER
5914,1,679,GOLD
5915,0,754,DIAMOND
5916,1,679,SILVER
5917,0,633,PLATINUM
5918,1,674,SILVER
5919,0,600,DIAMOND
5920,1,645,DIAMOND
5921,0,698,PLATINUM
5922,1,508,GOLD
5923,1,555,DIAMOND
5924,1,751,SILVER
5925,0,738,SILVER
5926,0,706,DIAMOND
5927,1,595,DIAMOND
5928,0,577,SILVER
5929,1,578,DIAMOND
5930,1,699,GOLD
5931,0,826,SILVER
5932,1,656,GOLD
5933,1,556,SILVER
5934,1,569,PLATINUM
5935,0,765,PLATINUM
5936,0,544,DIAMOND
5937,1,588,SILVER
5938,0,740,GOLD
5939,0,850,DIAMOND
5940,1,766,SILVER
5941,1,849,DIAMOND
5942,1,612,PLATINUM
5943,1,517,GOLD
5944,1,645,GOLD
5945,0,696,DIAMOND
5946,0,716,DIAMOND
5947,1,590,SILVER
5948,1,656,PLATINUM
5949,1,473,DIAMOND
5950,0,742,DIAMOND
5951,1,834,GOLD
5952,0,721,SILVER
5953,1,590,GOLD
5954,1,516,GOLD
5955,0,850,DIAMOND
5956,1,748,DIAMOND
5957,1,798,GOLD
5958,1,612,DIAMOND
5959,0,540,GOLD
5960,1,719,GOLD
5961,1,598,GOLD
5962,0,796,GOLD
5963,1,579,SILVER
5964,1,850,PLATINUM
5965,0,599,SILVER
5966,1,724,SILVER
5967,1,508,DIAMOND
5968,1,773,SILVER
5969,0,526,DIAMOND
5970,0,542,DIAMOND
5971,0,470,SILVER
5972,1,805,PLATINUM
5973,0,548,GOLD
5974,1,672,PLATINUM
5975,1,773,SILVER
5976,0,614,GOLD
5977,0,537,GOLD
5978,0,704,PLATINUM
5979,1,586,DIAMOND
5980,0,677,SILVER
5981,1,558,SILVER
5982,1,634,DIAMOND
5983,1,655,SILVER
5984,1,619,GOLD
5985,1,662,SILVER
5986,1,705,DIAMOND
5987,1,527,GOLD
5988,1,630,PLATINUM
5989,1,850,DIAMOND
5990,0,668,SILVER
5991,1,573,PLATINUM
5992,1,680,DIAMOND
5993,1,758,PLATINUM
5994,0,597,PLATINUM
5995,1,580,GOLD
5996,1,622,PLATINUM
5997,1,638,PLATINUM
5998,0,640,SILVER
5999,1,644,GOLD
6000,0,753,GOLD
6001,0,629,PLATINUM
6002,1,775,DIAMOND
6003,1,701,GOLD
6004,1,708,PLATINUM
6005,1,521,SILVER
6006,0,636,GOLD
6007,1,529,DIAMOND
6008,1,757,GOLD
6009,1,767,GOLD
6010,1,525,GOLD
6011,1,759,DIAMOND
6012,1,520,PLATINUM
6013,1,738,SILVER
6014,1,548,GOLD
6015,1,535,GOLD
6016,1,615,DIAMOND
6017,0,850,SILVER
6018,0,487,GOLD
6019,0,731,DIAMOND
6020,0,726,PLATINUM
6021,1,609,PLATINUM
6022,1,714,DIAMOND
6023,1,694,SILVER
6024,0,786,PLATINUM
6025,0,698,GOLD
6026,0,601,GOLD
6027,1,769,GOLD
6028,0,850,SILVER
6029,1,646,GOLD
6030,0,659,GOLD
6031,1,487,DIAMOND
6032,1,740,GOLD
6033,1,686,DIAMOND
6034,1,612,PLATINUM
6035,0,655,SILVER
6036,1,617,DIAMOND
6037,0,674,PLATINUM
6038,1,711,DIAMOND
6039,1,624,SILVER
6040,0,597,GOLD
6041,1,682,SILVER
6042,1,775,DIAMOND
6043,1,727,DIAMOND
6044,1,629,SILVER
6045,1,684,GOLD
6046,1,549,SILVER
6047,0,593,GOLD
6048,1,536,SILVER
6049,0,707,PLATINUM
6050,1,592,GOLD
6051,1,703,PLATINUM
6052,1,723,PLATINUM
6053,0,452,SILVER
6054,0,552,SILVER
6055,1,633,GOLD
6056,0,479,GOLD
6057,1,768,PLATINUM
6058,1,742,DIAMOND
6059,1,668,SILVER
6060,1,707,DIAMOND
6061,1,754,SILVER
6062,0,544,GOLD
6063,1,718,GOLD
6064,1,762,PLATINUM
6065,1,772,GOLD
6066,1,691,SILVER
6067,0,502,SILVER
6068,0,563,GOLD
6069,1,676,PLATINUM
6070,1,576,DIAMOND
6071,0,629,DIAMOND
6072,1,625,DIAMOND
6073,1,628,GOLD
6074,1,471,SILVER
6075,1,811,DIAMOND
6076,0,504,DIAMOND
6077,1,687,PLATINUM
6078,0,660,DIAMOND
6079,0,548,SILVER
6080,1,609,SILVER
6081,0,659,SILVER
6082,0,526,SILVER
6083,1,725,GOLD
6084,1,519,GOLD
6085,1,562,PLATINUM
6086,1,482,PLATINUM
6087,1,535,DIAMOND
6088,1,561,SILVER
6089,1,661,DIAMOND
6090,1,771,PLATINUM
6091,0,545,GOLD
6092,0,850,PLATINUM
6093,1,601,GOLD
6094,1,712,DIAMOND
6095,1,589,SILVER
6096,1,600,GOLD
6097,1,642,DIAMOND
6098,1,575,DIAMOND
6099,0,570,SILVER
6100,1,532,GOLD
6101,1,796,SILVER
6102,1,833,GOLD
6103,1,642,PLATINUM
6104,0,655,SILVER
6105,1,736,GOLD
6106,1,617,DIAMOND
6107,1,762,GOLD
6108,1,703,PLATINUM
6109,1,507,PLATINUM
